Call Number,Author,Title,Barcode,Year,Date Acquired,Status,Circs
F SUM,"Summers, Courtney.",This is not a test,3043700011881,2012,8/9/2019,Available,0
F SUM,"Summers, Gillian.",The tree shepherd's daughter,3043700013161,2007,12/5/2019,Available,0
F SUN,"Sun, Amanda,",Heir to the sky,3043700013270,2016,12/5/2019,Available,0
F SUN,"Sun, Amanda.",Ink,3043700009957,2013,8/9/2019,Available,0
F SUN,"Sun, Amanda,",Rain,3043700010999,2014,8/9/2019,Available,0
F SUN,"Sun, Amanda,",Storm,3043700011719,2015,8/9/2019,Available,0
F SUN,"Sundberg, Ingrid,",All we left behind,3043700002753,2015,8/9/2019,Available,0
F SUN,"Sundquist, Josh,",Love and f1rst sight,3043700012901,2017,12/5/2019,Available,0
F SUP,"Supplee, Suzanne.",Artichoke's heart,3043700013179,2009,12/5/2019,Available,0
F SUP,"Supplee, Suzanne.",Somebody everybody listens to,3043700014388,2011,12/5/2019,Available,0
F SUR,"Surmelis, Angelo,",The dangerous art of blending in,3043700008607,2018,8/9/2019,Lost,1
F SUR,"Surmelis, Angelo,",The dangerous art of blending in,3043700017050,2018,12/14/2020,Available,0
F SUS,"Sussman, Elissa.",Burn,3043700008310,2016,8/9/2019,Available,0
F SUS,"Sussman, Elissa,",Stray : a four sisters novel,3043700011749,2014,8/9/2019,Available,0
F SUT,"Sutcliff, Rosemary.",The eagle of the Ninth,3043700009128,2010,8/9/2019,Available,0
F SUT,"Sutcliffe, William, 1971-",Concentr8,3043700008495,2016,8/9/2019,Available,0
F SUT,"Sutcliffe, William, 1971-","The gifted, the talented, and me",3043700017091,2020,12/14/2020,Checked Out,1
F SUT,"Suter, Joanne.",The adventures of Huckleberry Finn,3043700008025,2011,8/9/2019,Available,0
F SUT,"Suter, Joanne.",The adventures of Tom Sawyer,3043700008026,2011,8/9/2019,Available,0
F SUT,"Suter, Joanne.",The prince and the pauper,3043700015561,2011,12/5/2019,Available,0
F SUT,"Suter, Joanne.",The war of the worlds,3043700012216,2011,8/9/2019,Available,0
F SUT,"Sutherland, Krystal,",Our chemical hearts,3043700010763,2016,8/9/2019,Available,0
F SUT,"Sutherland, Krystal.",A semi-definitive list of worst nightmares,3043700011335,2017,8/9/2019,Available,0
F SUV,"Suvada, Emily.",This cruel design,3043700011870,2018,8/9/2019,Available,2
F SUV,"Suvada, Emily.",This mortal coil,3043700011892,2017,8/9/2019,Available,1
F SWA,"Swain, Heather, 1969-",Gifted,3043700009514,2016,8/9/2019,Available,2
F SWA,"Swain, Heather, 1969-",Hungry,3043700009856,2014,8/9/2019,Available,3
F SWA,"Swank, Denise Grover,",One Paris summer,3043700014713,2016,12/5/2019,Available,0
F SWA,"Swann, Christopher, 1970-",Shadow of the lions,,2017,9/26/2019,Follett eBook,0
F SWA,"Swanwick, Michael.",The dragons of Babel,3043700009102,2011,8/9/2019,Available,0
F SWE,"Swendson, Shanna,",Rebel magisters,3043700011031,2016,8/9/2019,Available,0
F SWE,"Swendson, Shanna,",Rebel mechanics : all is fair in love and revolution,3043700011032,2015,8/9/2019,Available,0
F SWE,"Sweren-Becker, Daniel,",The equals,3043700009224,2017,8/9/2019,Available,0
F SWE,"Sweren-Becker, Daniel,",The Ones,3043700010729,2017,8/9/2019,Available,0
F SWI,"Swift, Jonathan, 1667-1745.",Gulliver's travels,3043700009674,2010,8/9/2019,Available,0
F SYK,"Syken, Bill,",Hangman's game : a Nick Gallow mystery,3043700009701,2015,8/9/2019,Available,0
F SYL,"Sylvester, Natalia.",Running,3043700016831,2020,12/14/2020,Available,0
F SYS,"Syson, Lydia.",That burning summer,3043700013139,2017,12/5/2019,Available,0
F TAB,"Tabak, Lawrence.",In real life,3043700009932,2014,8/9/2019,Available,0
F TAF,"Tafolla, Carmen, 1951-",The holy tortilla and a pot of beans : a feast of short fiction,3043700012558,2008,8/9/2019,Available,0
F TAH,"Tahir, Sabaa.",An ember in the ashes,3043700013237,2015,12/5/2019,Checked Out,8
F TAH,"Tahir, Sabaa.",A reaper at the gates,,2018,9/3/2019,Follett eBook,0
F TAH,"Tahir, Sabaa.",A reaper at the gates,3043700013420,2018,12/5/2019,Available,1
F TAH,"Tahir, Sabaa.",A torch against the night,,,9/5/2019,Follett eBook,0
F TAH,"Tahir, Sabaa.",A torch against the night,3043700013958,2016,12/5/2019,Available,2
F TAK,edited by Michael Cart.,"Taking aim : power and pain, teens and guns",3043700013927,2015,12/5/2019,Available,1
F TAK,"Takoudes, Greg.",When we wuz famous,3043700013517,2013,12/5/2019,Available,0
F TAL,"Talley, Robin,",As I descended,3043700003292,2016,8/9/2019,Available,0
F TAL,"Talley, Robin.",Lies we tell ourselves,3043700010231,2014,8/9/2019,Available,0
F TAL,"Talley, Robin.",The love curse of Melody McIntyre,,2020,2/12/2021,Follett eBook,0
F TAL,"Talley, Robin.",Pulp,,2018,9/3/2019,Follett eBook,0
F TAL,"Talley, Robin,",Pulp,3043700010963,2018,8/9/2019,Available,1
F TAL,"Talley, Robin.",What we left behind,3043700012315,2015,8/9/2019,Checked Out,2
F TAM,"Tamaki, Mariko.",Saving Montgomery Sole,,2016,9/3/2019,Follett eBook,0
F TAM,"Tamaki, Mariko.",Saving Montgomery Sole,3043700011250,2016,8/9/2019,Available,0
F TAM,"Tamani, Liara.",All the things we never knew,,2020,2/12/2021,Follett eBook,0
F TAM,"Tamani, Liara.",Calling my name,3043700008346,2017,8/9/2019,Available,1
F TAN,"Tan, Shaun,",Cicada,3043700008428,2019,8/9/2019,Available,0
F TAN,"Tan, Shaun.",Lost & found,3043700013780,2011,12/5/2019,Available,0
F TAN,"Tan, Shaun.",Tales from outer suburbia,3043700013928,2009,12/5/2019,Available,0
F TAN,"Tan, Shaun.",Tales from the inner city,3043700013929,2018,12/5/2019,Available,0
F TAR,"Taranta, Mary,",Shimmer and burn,3043700011431,2017,8/9/2019,Available,0
F TAR,"Taranta, Mary,",Splendor and spark,3043700011653,2018,8/9/2019,Available,2
F TAR,"Tarttelin, Abigail, 1987-",Golden boy : a novel,3043700009595,2014,8/9/2019,Available,0
F TAS,"Tash, Sarvenaz.",The geek's guide to unrequited love,3043700009480,2016,8/9/2019,Available,0
F TAS,"Tash, Sarvenaz.",Three day summer,3043700011916,2015,8/9/2019,Available,0
F TAS,"Tashjian, Janet.",For what it's worth : a novel,3043700009329,2012,8/9/2019,Available,0
F TAS,"Tashjian, Janet.",The gospel according to Larry,3043700009634,2014,8/9/2019,Available,0
F TAT,"Tate, Meredith,",Freedom trials,3043700009398,2018,8/9/2019,Available,2
F TAV,"Tavengerwei, Rutendo,",Hope is our only wing,3043700016245,2018,5/20/2020,Available,3
F TAY,"Taylor, Chandra Sparks.",The promise,3043700010944,2010,8/9/2019,Available,0
F TAY,"Taylor, Janet, 1967-",Into the Dim,,2016,9/26/2019,Follett eBook,0
F TAY,"Taylor, Janet, 1967-",Into the Dim,3043700009969,2016,8/9/2019,Available,0
F TAY,"Taylor, Janet, 1967-",Sparks of light,,2017,9/26/2019,Follett eBook,0
F TAY,"Taylor, Janet, 1967-",Sparks of light,3043700011623,2017,8/9/2019,Available,0
F TAY,"Taylor, Jessica, 1985-",A map for wrecked girls,3043700012922,2017,12/5/2019,Available,0
F TAY,"Taylor, Jessica, 1985-",Wandering wild,,2016,9/26/2019,Follett eBook,0
F TAY,"Taylor, Jessica, 1985-",Wandering wild,3043700012207,2016,8/9/2019,Available,0
F TAY,"Taylor, Laini.",Blackbringer,3043700015007,2009,12/5/2019,Available,0
F TAY,"Taylor, Laini.",Days of blood & starlight,3043700014656,2014,12/5/2019,Available,0
F TAY,"Taylor, Laini.",Lips touch : three times,3043700010277,2009,8/9/2019,Available,0
F TAY,"Taylor, Laini.",Muse of nightmares,3043700010512,2018,8/9/2019,Available,0
F TAY,"Taylor, Laini,",Night of cake & puppets,3043700013390,2017,12/5/2019,Available,0
F TAY,"Taylor, Laini.",Strange the dreamer,3043700011742,2017,8/9/2019,Available,1
F TAY,"Taylor, Mildred D.","All the days past, all the days to come",,2020,2/12/2021,Follett eBook,0
F TAY,"Taylor, Mildred D.","All the days past, all the days to come",3043700016178,2020,5/20/2020,Available,0
F TAY,"Taylor, Nandi,",Given,3043700017094,2020,12/14/2020,Available,0
F TAY,"Taylor, Nicole M.,",Backward chaining,3043700003352,2016,8/9/2019,Available,0
F TAY,"Taylor, Nicole M.,",Control architecture,3043700013604,2016,12/5/2019,Available,0
F TAY,"Taylor, Nicole M.,",Degrees of freedom,3043700013629,2016,12/5/2019,Available,0
F TAY,"Taylor, Nicole M.",Emergent behavior,3043700013647,2016,12/5/2019,Available,0
F TAY,"Taylor, Nicole M.",The extra girl,3043700008853,2017,8/9/2019,Available,0
F TAY,"Taylor, Nicole M.,",#freenattypage,3043700002605,2017,8/9/2019,Available,0
F TAY,"Taylor, Nicole M.,",Hazardous motion,3043700013685,2016,12/5/2019,Available,0
F TAY,"Taylor, Nicole M.,",The hunting party,3043700009863,2017,8/9/2019,Available,0
F TAY,"Taylor, Nicole M.,",No faith in cats,3043700010604,2017,8/9/2019,Available,0
F TAY,"Taylor, Nicole M.",Our lady of the river's mouth,3043700010767,2017,8/9/2019,Available,0
F TAY,"Taylor, Nicole M.,",Reconstructed,3043700011045,2017,8/9/2019,Available,0
F TAY,"Taylor, Nicole M.,",The uncanny valley,3043700014101,2016,12/5/2019,Available,0
F TAY,"Taylor, Theodore, 1921-2006.",The weirdo,,2006,9/26/2019,Follett eBook,0
F TAY,"Taylor, Whitney.",Definitions of indefinable things,,2017,9/26/2019,Follett eBook,0
F TAY,"Taylor, Whitney.",Definitions of indefinable things,3043700008731,2017,8/9/2019,Available,0
F TEA,"Teague, Alexandra, 1974-",The principles behind flotation : a novel,3043700010933,2017,8/9/2019,Available,0
F TEE,"Teerdhala, Swati,",The tiger at midnight,3043700016329,2019,5/20/2020,Available,1
F TEI,"Teitelbaum, Clancy.",Amnesty,3043700002796,2016,8/9/2019,Available,0
F TEI,"Teitelbaum, Clancy.",Expansion pack,3043700012725,2016,12/5/2019,Available,0
F TEI,"Teitelbaum, Clancy.",The floating eye,3043700012742,2016,12/5/2019,Available,0
F TEI,"Teitelbaum, Clancy.",Press start,3043700013030,2016,12/5/2019,Available,0
F TEI,"Teitelbaum, Clancy.",Reunion tour,3043700013881,2016,12/5/2019,Available,0
F TEI,"Teitelbaum, Clancy.",Suzanne's dream,3043700013108,2016,12/5/2019,Available,0
F TEL,"Telfer, Phillip.",Why save Alexander,,2019,9/3/2020,Follett eBook,0
F TEL,"Teller, Janne, 1964-",Nothing,3043700010651,2012,8/9/2019,Available,0
F TEM,"Temblador, Alex.",Secrets of the Casa Rosada,,2019,9/5/2019,Follett eBook,0
F TEM,"Temple, Bob.",The ghost of J. Stokely,3043700009508,2009,8/9/2019,Available,0
F TEM,"Templeman, McCormick.",The glass casket,3043700009572,2014,8/9/2019,Available,0
F TEO,"Teo, Sharlene,",Ponti,3043700010873,2018,8/9/2019,Available,0
F TER,"Teran, Andi,",Ana of California : a novel,3043700014296,2015,12/5/2019,Available,0
F TER,"Terrana, Diane, 1951-",The world on either side,,2019,8/28/2020,Follett eBook,0
F TER,"Terrell, Brandon, 1978-",High drama,3043700009765,2015,8/9/2019,Available,0
F TER,"Terrell, Heather.",Fallen angel,3043700008887,2011,8/9/2019,Available,0
F TER,"Terrill, Cristin.",Here lies Daniel Tate,3043700013697,2017,12/5/2019,Available,1
F TER,"Terry, Chris L,",Zero fade,3043700012528,2013,8/9/2019,Lost,1
F TER,"Terry, Teri.",The book of lies,,2017,9/26/2019,Follett eBook,0
F TER,"Terry, Teri.",The book of lies,3043700008230,2017,8/9/2019,Available,1
F TER,"Terry, Teri.",Deception,,2019,8/28/2020,Follett eBook,0
F TER,"Terry, Teri.",Fractured,3043700009376,2014,8/9/2019,Available,0
F TER,"Terry, Teri.",Shattered,3043700011409,2014,8/9/2019,Available,0
F TER,"Terry, Teri.",Slated,3043700011533,2013,8/9/2019,Available,0
F THA,"Thakrar, Shveta,",Star daughter,3043700017174,2020,12/14/2020,Checked Out,2
F THA,"Tharp, Tim, 1957-",Badd,3043700003366,2012,8/9/2019,Available,0
F THA,"Tharp, Tim, 1957-",Knights of the hill country,3043700010108,2013,8/9/2019,Available,0
F THA,"Tharp, Tim, 1957,",Mojo,3043700010489,2014,8/9/2019,Available,0
F THA,"Tharp, Tim, 1957-",The spectacular now,3043700011635,2013,8/9/2019,Available,0
F THE,"Theule, Larissa,",Fat & Bones : and other stories,3043700008916,2014,8/9/2019,Available,0
F THI,edited by Robert Silverberg.,This way to the end times : classic tales of the apocalypse,3043700011904,2016,8/9/2019,Available,0
F THO,"edited by Ellen Oh, Elsie Chapman.",A thousand beginnings and endings 15 retellings of Asian myths and legends,,2019,9/3/2019,Follett eBook,0
F THO,"edited by Ellen Oh, Elsie Chapman.",A thousand beginnings and endings : fifteen retellings of Asian myths and legends,3043700011909,2018,8/9/2019,Available,0
F THO,"Thom, Kai Cheng.",Fierce femmes and notorious liars a dangerous trans girl's confabulous memoir,,2019,8/28/2020,Follett eBook,0
F THO,"Thomas, Aiden.",Cemetery boys,3043700017556,2020,1/22/2021,Checked Out,2
F THO,"Thomas, Angie.",Concrete rose,,2021,2/12/2021,Follett eBook,0
F THO,"Thomas, Angie,",Concrete rose,3043700017729,2021,5/10/2022,Checked Out,1
F THO,"Thomas, Angie.",The hate u give,,2017,9/3/2019,Follett eBook,0
F THO,"Thomas, Angie,",The hate u give,3043700009714,2018,8/9/2019,Checked Out,8
F THO,"Thomas, Angie,",The hate u give,3043700009715,2018,8/9/2019,Checked Out,8
F THO,"Thomas, Angie,",The hate u give,3043700016241,2018,5/20/2020,Available,6
F THO,"Thomas, Angie,",The hate u give,3043700016242,2018,5/20/2020,Checked Out,2
F THO,"Thomas, Angie,",El odio que das,3043700015590,2017,12/5/2019,Available,0
F THO,"Thomas, Angie.",On the come up,,2019,9/3/2019,Follett eBook,0
F THO,"Thomas, Angie.",On the come up,3043700010702,2019,8/9/2019,Available,4
F THO,"Thomas, Chantal.","Farewell, My Queen : a novel",3043700008909,2003,8/9/2019,Available,0
F THO,"Thomas, Kara, 1990-",The cheerleaders,,2018,9/3/2019,Follett eBook,0
F THO,"Thomas, Kara, 1990-",The darkest corners,3043700012684,2016,12/5/2019,Available,0
F THO,"Thomas, Kara, 1990-",Little monsters,,2017,9/3/2019,Follett eBook,0
F THO,"Thomas, Leah, 1989-",Because you'll never meet me,3043700008062,2015,8/9/2019,Available,0
F THO,"Thomas, Leah, 1989-",Nowhere near you,3043700010665,2017,8/9/2019,Available,0
F THO,"Thomas, Leah, 1989-",When light left us,3043700012333,2018,8/9/2019,Available,0
F THO,"Thomas, Leah, 1989-",Wild and crooked,,2019,8/28/2020,Follett eBook,0
F THO,"Thomas, Leah, 1989-",Wild and crooked,3043700016345,2019,5/20/2020,Available,0
F THO,"Thomas, Lex.",The Burnouts,3043700008327,2014,8/9/2019,Available,1
F THO,"Thomas, Lex.",The loners,3043700010304,2013,8/9/2019,Available,3
F THO,"Thomas, Lex.",The Saints,3043700011223,2014,8/9/2019,Available,2
F THO,"Thomas, Rhiannon.",Kingdom of ashes,3043700010085,2017,8/9/2019,Available,0
F THO,"Thomas, Rhiannon.",Long may she reign,,2017,9/3/2019,Follett eBook,0
F THO,"Thomas, Rhiannon.",Long may she reign,3043700012891,2017,12/5/2019,Available,0
F THO,"Thomas, Rhiannon.",A wicked thing,3043700012375,2015,8/9/2019,Available,2
F THO,"Thomas, Sherry (Sherry M.)",The burning sky,3043700008325,2014,8/9/2019,Available,0
F THO,"Thomas, Sherry (Sherry M.)",The immortal heights,3043700009921,2015,8/9/2019,Available,0
F THO,"Thomas, Sherry (Sherry M.)",The magnolia sword : a ballad of Mulan,3043700016274,2019,5/20/2020,Available,0
F THO,"Thomas, Sherry (Sherry M.)",The perilous sea,3043700010835,2014,8/9/2019,Available,0
F THO,"Thompson, Holly.",Orchards,3043700014049,2012,12/5/2019,Available,1
F THO,"Thompson, Mary G. (Mary Gloria), 1978-",Amy Chelsea Stacie Dee,3043700002799,2016,8/9/2019,Available,0
F THO,"Thompson, Mary G. (Mary Gloria), 1978-",Flicker and mist,,2017,9/26/2019,Follett eBook,0
F THO,"Thompson, Mary G. (Mary Gloria), 1978-",Flicker and mist,3043700013253,2017,12/5/2019,Available,0
F THO,"Thomson, Sarah L.",Deadly flowers : a ninja's tale,3043700008695,2016,8/9/2019,Available,0
F THO,"Thorley, Addie,",An affair of poisons,3043700002671,2019,8/9/2019,Available,4
F THO,"Thornburgh, Blair.",Ordinary girls,,2019,8/28/2020,Follett eBook,0
F THO,"Thornburgh, Blair,",Ordinary girls,3043700016287,2019,5/20/2020,Available,1
F THO,"Thornburgh, Blair.",Who's that girl,3043700014134,2017,12/5/2019,Available,0
F THO,"Thorne, Bella, 1997-",Autumn Falls,3043700014415,2015,12/5/2019,Available,0
F THO,"Thorne, Bella, 1997-",Autumn's kiss,3043700013977,2016,12/5/2019,Available,0
F THO,"Thorne, Bella, 1997-",Autumn's wish,3043700014298,,12/5/2019,Available,0
F THO,"Thorne, Jenn Marie.",The inside of out,3043700012832,2016,12/5/2019,Available,0
F THO,"Thorne, Jenn Marie.",Night music,3043700010573,2019,8/9/2019,Available,0
F THO,"Thorne, Jenn Marie,",The wrong side of right,3043700012481,2016,8/9/2019,Available,0
F THO,"Thorne, Melanie, 1981-",Hand me down : a novel,3043700012769,2013,12/5/2019,Available,0
F THO,"Thornton, Mark R.,",Kid Moses,3043700013755,2015,12/5/2019,Available,0
F THR,edited by Natalie C. Parker.,Three sides of a heart : stories about love triangles,3043700011922,2017,8/9/2019,Available,2
F THR,"Thrash, Maggie.",Strange lies,3043700011740,2017,8/9/2019,Available,0
F THR,"Thrash, Maggie.",We know it was you,3043700012255,2016,8/9/2019,Available,0
F THU,"Thúy, Kim,",Ru : a novel,3043700014756,2012,12/5/2019,Available,0
F TIE,"Tiernan, Cate.",Darkness falls,3043700008662,2012,8/9/2019,Available,1
F TIE,"Tiernan, Cate.",Eternally yours,3043700009236,2013,8/9/2019,Available,1
F TIE,"Tiernan, Cate.",Immortal beloved,3043700009920,2012,8/9/2019,Available,1
F TIL,"Tillit, L. B.",2 days,3043700008022,2012,8/9/2019,Available,0
F TIL,"Tillit, L. B.",Edge of ready,3043700009151,2012,8/9/2019,Available,0
F TIL,"Tillit, L. B.",Unchained,3043700012047,2012,8/9/2019,Available,0
F TIL,"Tilly, Meg.",First time,3043700009273,2008,8/9/2019,Available,0
F TIM,"Timberlake, Amy.",One came home,3043700014712,2014,12/5/2019,Available,0
F TIM,"Tims, Laura,",Please don't tell,3043700010859,2016,8/9/2019,Available,1
F TIN,"Tingle, Tim,",Danny Blackgoat. Dangerous passage,3043700008613,2017,8/9/2019,Available,0
F TIN,"Tingle, Tim.",Danny Blackgoat. Navajo prisoner,3043700008612,2013,8/9/2019,Available,0
F TIN,"Tingle, Tim,",Danny Blackgoat. Rugged road to freedom,3043700015035,2014,12/5/2019,Available,0
F TIN,"Tingle, Tim.",House of purple cedar,,2014,9/26/2019,Follett eBook,0
F TIN,"Tingle, Tim,",House of purple cedar,3043700015606,2014,12/5/2019,Available,0
F TIN,"Tingle, Tim.",How I became a ghost : a Choctaw Trail of Tears story,3043700009826,2013,8/9/2019,Available,0
F TIN,"Tingle, Tim.",More spooky Texas tales,3043700013374,2010,12/5/2019,Available,0
F TIN,"Tingle, Tim.",A name earned,3043700010533,2018,8/9/2019,Available,0
F TIN,"Tingle, Tim.",No more no name,3043700010611,2017,8/9/2019,Available,0
F TIN,"Tingle, Tim,",Trust your name,3043700011996,2018,8/9/2019,Available,0
F TIN,"Tintera, Amy,",Allied,3043700002758,2018,8/9/2019,Available,0
F TIN,"Tintera, Amy.",Avenged,3043700003338,2017,8/9/2019,Available,0
F TIN,"Tintera, Amy,",Rebel,3043700011026,2015,8/9/2019,Available,1
F TIN,"Tintera, Amy.",Reboot,3043700011039,2013,8/9/2019,Available,1
F TIN,"Tintera, Amy.",Ruined,3043700011177,2016,8/9/2019,Available,0
F TIN,"Tinti, Hannah.",The good thief : a novel,3043700009622,2009,8/9/2019,Available,0
F TIN,"Tinti, Hannah,",The twelve lives of Samuel Hawley : a novel,3043700013169,2018,12/5/2019,Available,0
F TOD,"Todd, Pamela.",The blind faith hotel,3043700008169,2008,8/9/2019,Available,0
F TOI,edited by Jessica Spotswood & Tess Sharpe.,Toil & trouble : 15 tales of women & witchcraft,3043700013476,2018,12/5/2019,Available,0
F TOI,"Tóibín, Colm, 1955-",Brooklyn : a novel,3043700008299,2009,8/9/2019,Available,0
F TOK,"Tokuda-Hall, Maggie.","The mermaid, the witch, and the sea",,2020,8/28/2020,Follett eBook,0
F TOL,"Tolcser, Sarah.",Song of the current,3043700013440,2017,12/5/2019,Available,0
F TOL,"Tolkien, J. R. R. (John Ronald Reuel)",The return of the king : being the third part of the Lord of the rings,3043700011092,1983,8/9/2019,Available,1
F TOL,"Tolkien, J. R. R. (John Ronald Reuel)",The two towers : being the second part of the Lord of the rings,3043700012029,1982,8/9/2019,Available,1
F TOL,"Tolkien, J. R. R. (John Ronald Reuel), 1892-197,",The Silmarillion,3043700011474,2001,8/9/2019,Available,1
F TOL,"Tolkien, J. R. R. (John Ronald Reuel), 1892-1973,",Beren and Lúthien,3043700008100,2017,8/9/2019,Checked Out,1
F TOL,"Tolkien, J. R. R. (John Ronald Reuel), 1892-1973,",The fall of Gondolin,3043700008882,2018,8/9/2019,Available,0
F TOL,"Tolkien, J. R. R. (John Ronald Reuel), 1892-1973.",The fellowship of the ring : being the first part of The lord of the rings,3043700008938,1982,8/9/2019,Available,4
F TOL,"Tolkien, J. R. R. (John Ronald Reuel), 1892-1973.","The hobbit, or, There and back again",,1997,9/26/2019,Follett eBook,0
F TOL,"Tolkien, J. R. R. (John Ronald Reuel), 1892-1973.","The hobbit, or, There and back again",3043700013277,2007,12/5/2019,Checked Out,3
F TOL,"Tolman, Stacia,",The spaces between us,3043700016316,2019,5/20/2020,Available,0
F TOL,"Tolstoy, Leo, graf, 1828-1910,",Anna Karenina : a novel in eight parts,3043700003237,2013,8/9/2019,Available,2
F TOL,"Tolstoy, Leo, graf, 1828-1910,",War and peace,3043700012213,2016,8/9/2019,Available,3
F TOM,"Tomp, Sarah Wones.",My best everything,3043700012967,2015,12/5/2019,Available,0
F TOO,"Toor, Rachel.",On the road to find out,3043700014364,2016,12/5/2019,Available,0
F TOR,"Toro, Guillermo del, 1964-",Pan's labyrinth. The labyrinth of the faun,3043700017564,2019,1/22/2021,Available,0
F TOR,"Toro, Guillermo del, 1964-",Trollhunters,3043700011982,2016,8/9/2019,Available,1
F TOR,"Torres Sanchez, Jenny.",Because of the sun,3043700008061,2017,8/9/2019,Available,0
F TOR,"Torres Sanchez, Jenny.","Death, Dickinson, and the demented life of Frenchie Garcia",3043700008715,2013,8/9/2019,Available,0
F TOR,"Torres Sanchez, Jenny.",The fall of innocence,,2020,9/3/2020,Follett eBook,0
F TOR,"Torres Sanchez, Jenny.",The fall of innocence,3043700008883,2018,8/9/2019,Available,0
F TOR,"Torres Sanchez, Jenny.",We are not from here,,2020,2/12/2021,Follett eBook,0
F TOR,"Torres Sanchez, Jenny.",We are not from here,3043700016867,2020,12/14/2020,Available,2
F TOT,"Toten, Teresa, 1955-",Beware that girl,,2019,8/28/2020,Follett eBook,0
F TOT,"Toten, Teresa, 1955-",Beware that girl,3043700008116,2016,8/9/2019,Checked Out,1
F TOT,"Toten, Teresa, 1955-",Shattered glass,3043700011411,2015,8/9/2019,Available,0
F TOT,"Toten, Teresa, 1955-",The unlikely hero of room 13B,3043700012083,2015,8/9/2019,Available,0
F TOU,"Touchell, Dianne.",A small madness,,2016,9/26/2019,Follett eBook,0
F TOU,"Touchell, Dianne.",A small madness,3043700011549,2016,8/9/2019,Available,0
F TOW,"Townsend, Sue.","The secret diary of Adrian Mole, aged 13 3/4",3043700011306,2003,8/9/2019,Available,0
F TRA,"Tracy, Kristen, 1972-",Hung up,3043700009853,2014,8/9/2019,Available,0
F TRA,"Traviss, Karen,",Bloodlines,3043700015010,2006,12/5/2019,Checked Out,1
F TRA,"Traviss, Karen,",Revelation,3043700015138,2008,12/5/2019,Available,1
F TRA,"Traviss, Karen.",Sacrifice,3043700015141,2008,12/5/2019,Available,1
F TRE,"Tregay, Sarah.",Fan art,3043700008900,2014,8/9/2019,Available,1
F TRE,"Tregay, Sarah.",Fan art,3043700017080,2014,12/14/2020,Available,1
F TRE,"Tregay, Sarah.",Love & leftovers : a novel in verse,3043700013786,2012,12/5/2019,Available,0
F TRE,"Treggiari, Jo.","Ashes, ashes",,2011,9/3/2019,Follett eBook,0
F TRE,"Treggiari, Jo,","Ashes, ashes",3043700014617,2013,12/5/2019,Available,0
F TRE,"Treichel, Eliot,",A series of small maneuvers,3043700014767,2015,12/5/2019,Available,0
F TRE,"Trelease, Gita,",Enchantée,3043700013241,2019,12/5/2019,Available,0
F TRE,"Trembath, Don, 1963-",Hypnotized,3043700009867,2007,8/9/2019,Available,0
F TRE,"Tremblay, Paul.",The cabin at the end of the world : a novel,3043700008334,2018,8/9/2019,Available,0
F TRE,"Tremblay, Paul,",Disappearance at Devil's Rock : a novel,3043700008780,2017,8/9/2019,Available,0
F TRE,"Tremblay, Paul.",A head full of ghosts,3043700012778,2015,12/5/2019,Available,0
F TRE,"Trent, Tiffany, 1973-",The Tinker King,3043700011946,2014,8/9/2019,Available,0
F TRE,"Trent, Tiffany, 1973-",The unnaturalists,3043700012085,2012,8/9/2019,Available,0
F TRE,"Trevayne, Emma.",Gamescape : overworld,3043700009460,2016,8/9/2019,Available,1
F TRI,"Tripp, Ben, 1966-","The accidental highwayman : being the tale of Kit Bristol, his horse Midnight, a mysterious princess, and sundry magical persons besides",3043700002655,2014,8/9/2019,Available,0
F TRO,"Tromly, Stephanie.",Trouble is a friend of mine,3043700013970,2015,12/5/2019,Available,1
F TRO,"Tromly, Stephanie.",Trouble never sleeps,3043700013482,2018,12/5/2019,Available,0
F TRU,"Trueman, Terry.",Life happens next,3043700010237,2012,8/9/2019,Available,0
F TRU,"Trueman, Terry.",No right turn,3043700010618,2009,8/9/2019,Available,0
F TRU,"Trumbo, Dalton, 1905-1976.",Johnny got his gun,3043700012862,2007,12/5/2019,Available,0
F TSI,"Tsiang, Sarah,",Breathing fire,3043700008268,2014,8/9/2019,Available,0
F TUB,"Tubb, Kristin O'Donnell.",The 13th sign,3043700002618,2013,8/9/2019,Available,0
F TUC,"Tucholke, April Genevieve,",Between the spark and the burn,3043700013983,2015,12/5/2019,Available,0
F TUC,"Tucholke, April Genevieve.",The Boneless Mercies,3043700008220,2018,8/9/2019,Available,0
F TUC,"Tucholke, April Genevieve,",Seven endless forests,3043700017161,2020,12/14/2020,Available,0
F TUC,"Tucholke, April Genevieve.",Wink Poppy Midnight,,,9/3/2019,Follett eBook,0
F TUC,"Tucholke, April Genevieve.",Wink Poppy Midnight,3043700012401,2017,8/9/2019,Available,0
F TUL,"Tullson, Diane, 1958-",The Darwin expedition,3043700008664,2007,8/9/2019,Available,0
F TUL,"Tullson, Diane, 1958-",Foolproof,3043700009323,2015,8/9/2019,Available,0
F TUL,"Tullson, Diane, 1958-",Lockdown,3043700010303,2008,8/9/2019,Available,0
F TUL,"Tullson, Diane, 1958-",Sea change,3043700011289,2010,8/9/2019,Available,0
F TUL,"Tullson, Diane, 1958-",Taz's recipe,3043700011822,2016,8/9/2019,Available,0
F TUR,"Turano, Jen,",After a fashion,3043700002672,2015,8/9/2019,Available,0
F TUR,"Turano, Jen,",In good company,3043700014029,2015,12/5/2019,Available,0
